Notes :


2023-10-30 ¿ÀÈÄ 11:46:04
Volts
Ch : LED 2,
207.895660E-3
208.745956E-3
207.382965E-3
206.713486E-3
204.640388E-3
201.894951E-3
200.430679E-3
197.524452E-3
196.507645E-3
194.954109E-3
193.824577E-3
194.207382E-3
193.481827E-3
194.300652E-3
194.504929E-3
194.817352E-3
196.080208E-3
195.919418E-3
197.267532E-3
197.630882E-3
197.891808E-3
199.523735E-3
200.012970E-3
201.600838E-3
202.427101E-3
202.869987E-3
204.342842E-3
204.075050E-3
204.810333E-3
204.662132E-3
204.430962E-3
205.298996E-3
204.660416E-3
205.258369E-3
205.243492E-3
205.059814E-3
206.252861E-3
205.720711E-3
206.477165E-3
206.603622E-3
206.514931E-3
207.768059E-3
207.505989E-3
208.624649E-3
209.350204E-3
209.762764E-3
211.248207E-3
211.228180E-3
212.224960E-3
212.265015E-3
212.140846E-3
213.088417E-3
212.293625E-3
212.697601E-3
212.341690E-3
211.861038E-3
212.725639E-3
212.004662E-3
212.548828E-3
212.688446E-3
212.468147E-3
213.519287E-3
212.949371E-3
213.874054E-3
214.074898E-3
213.965607E-3
215.071678E-3
214.665985E-3
215.590096E-3
215.670204E-3
215.527153E-3
216.935921E-3
216.511345E-3
217.452049E-3
217.335892E-3
216.054726E-3
215.637016E-3
213.006020E-3
211.241341E-3
208.868980E-3
206.360435E-3
205.645180E-3
203.624153E-3
203.409576E-3
203.097153E-3
202.884865E-3
204.385757E-3
204.487038E-3
205.916977E-3
206.938362E-3
207.222176E-3
208.631516E-3
208.197784E-3
209.458923E-3
209.820557E-3
210.106087E-3
211.596107E-3
211.222458E-3
212.083054E-3
212.188911E-3
211.637306E-3
212.462997E-3
211.430740E-3
211.770630E-3
211.519432E-3
211.023331E-3
211.789513E-3
210.824203E-3
211.445045E-3
211.620712E-3
211.465073E-3
212.748528E-3
212.331963E-3
213.249207E-3
213.799095E-3
213.817978E-3
215.132904E-3
214.570427E-3
215.475082E-3
215.940857E-3
215.725136E-3
216.787720E-3
215.800667E-3
216.390610E-3
216.457558E-3
216.094208E-3
217.024612E-3
216.126251E-3
216.559410E-3
216.968536E-3
216.768837E-3
217.925262E-3
217.321587E-3
217.975044E-3
218.403625E-3
217.952156E-3
218.859673E-3
218.207932E-3
218.739510E-3
219.097710E-3
218.819046E-3
220.186615E-3
219.939423E-3
220.975113E-3
221.456909E-3
220.484161E-3
220.195770E-3
217.795372E-3
216.038132E-3
213.845444E-3
210.932350E-3
209.925842E-3
207.610130E-3
206.854248E-3
206.585884E-3
205.913544E-3
206.850243E-3
206.468010E-3
207.404709E-3
208.185196E-3
208.057594E-3
209.432030E-3
209.074974E-3
209.810829E-3
210.790443E-3
211.010170E-3
212.579155E-3
212.552261E-3
213.787079E-3
214.498329E-3
213.899231E-3
214.748383E-3
213.919258E-3
214.031410E-3
214.156723E-3
213.157082E-3
213.796806E-3
212.715340E-3
213.020325E-3
213.389397E-3
212.708473E-3
213.632011E-3
213.127899E-3
213.899231E-3
214.738655E-3
214.542961E-3
215.935135E-3
215.801239E-3
216.449547E-3
217.291260E-3
216.948509E-3
218.207932E-3
217.749023E-3
218.233109E-3
218.666840E-3
