Notes :


2023-11-05 ¿ÀÈÄ 2:32:39
Volts
Ch : LED 2,
416.283417E-3
416.426468E-3
416.464233E-3
416.170120E-3
416.394997E-3
416.130066E-3
416.259384E-3
416.424179E-3
416.234207E-3
416.588402E-3
416.328621E-3
416.254234E-3
415.858841E-3
415.241432E-3
415.132713E-3
414.533615E-3
414.416885E-3
414.297867E-3
413.947678E-3
414.150238E-3
413.853836E-3
413.952827E-3
413.897324E-3
413.761139E-3
414.148521E-3
413.828659E-3
414.102745E-3
414.214897E-3
414.151382E-3
414.467812E-3
414.270973E-3
414.277840E-3
414.321327E-3
414.130211E-3
414.450073E-3
414.161110E-3
414.151382E-3
414.032364E-3
413.853836E-3
414.205742E-3
414.054108E-3
414.177704E-3
414.328766E-3
414.218903E-3
414.686394E-3
414.499855E-3
414.596558E-3
414.803696E-3
414.598274E-3
414.946175E-3
414.763641E-3
414.923859E-3
415.015411E-3
414.765358E-3
415.097809E-3
414.839745E-3
414.833450E-3
414.961624E-3
414.751053E-3
415.065765E-3
414.946175E-3
415.031433E-3
415.157890E-3
414.775085E-3
415.082932E-3
414.836884E-3
415.019989E-3
415.164185E-3
415.068626E-3
415.335274E-3
414.937592E-3
414.876938E-3
414.673805E-3
414.085579E-3
413.855553E-3
413.246727E-3
413.008118E-3
412.821579E-3
412.314034E-3
412.335205E-3
412.005043E-3
412.065697E-3
412.184143E-3
411.992455E-3
412.286568E-3
412.146378E-3
412.363243E-3
412.422180E-3
412.239075E-3
412.548637E-3
412.511444E-3
412.664223E-3
412.806129E-3
412.565231E-3
412.822723E-3
412.598419E-3
412.560654E-3
412.684250E-3
412.336922E-3
412.506866E-3
412.296295E-3
412.423325E-3
412.580109E-3
412.362099E-3
412.673950E-3
412.679672E-3
412.829590E-3
413.036156E-3
412.919426E-3
413.212395E-3
413.202667E-3
413.323402E-3
413.473320E-3
413.392639E-3
413.624954E-3
413.488770E-3
413.629532E-3
413.773155E-3
413.555717E-3
413.850403E-3
413.705635E-3
413.789749E-3
413.925934E-3
413.844109E-3
414.089584E-3
413.944817E-3
414.174843E-3
414.377403E-3
414.093590E-3
414.466667E-3
414.438057E-3
414.508438E-3
414.516449E-3
414.049530E-3
413.987732E-3
413.509941E-3
412.992668E-3
412.778664E-3
412.219048E-3
412.257385E-3
411.978149E-3
411.904335E-3
411.948967E-3
411.660004E-3
412.011337E-3
411.863136E-3
411.902618E-3
412.267113E-3
412.058258E-3
412.423325E-3
412.429619E-3
412.346077E-3
412.705994E-3
412.502289E-3
412.799263E-3
412.700272E-3
412.546349E-3
412.619019E-3
412.286568E-3
412.456512E-3
412.263107E-3
412.118912E-3
412.290573E-3
411.915779E-3
412.164688E-3
412.114906E-3
411.987877E-3
412.142944E-3
411.953545E-3
412.340927E-3
412.229347E-3
412.318611E-3
412.573242E-3
412.392426E-3
412.687111E-3
412.668800E-3
412.569237E-3
412.762642E-3
412.530327E-3
412.705421E-3
412.569237E-3
412.363815E-3
412.639618E-3
412.361526E-3
412.571526E-3
412.538910E-3
412.344933E-3
412.558365E-3
412.314606E-3
412.537193E-3
412.434769E-3
412.267113E-3
412.576675E-3
412.484550E-3
412.534332E-3
