Notes :


2023-12-11 ¿ÀÈÄ 10:32:42
Volts
Ch : LED 2,
599.685860E-3
600.062370E-3
600.462341E-3
600.824547E-3
601.223946E-3
601.040840E-3
600.176239E-3
597.491455E-3
593.869400E-3
588.606262E-3
582.511711E-3
576.659775E-3
571.191788E-3
567.045593E-3
564.465523E-3
562.962341E-3
563.088799E-3
564.456940E-3
566.381264E-3
569.084930E-3
571.531105E-3
574.095154E-3
576.044655E-3
577.401924E-3
578.727722E-3
579.451561E-3
579.994583E-3
580.214882E-3
580.310440E-3
580.515289E-3
580.562782E-3
581.485176E-3
582.361794E-3
583.589172E-3
584.792519E-3
585.283470E-3
586.000443E-3
585.867119E-3
585.524368E-3
584.738159E-3
583.689308E-3
583.241272E-3
582.720566E-3
582.947159E-3
583.370018E-3
583.337402E-3
583.965683E-3
584.405708E-3
585.302353E-3
586.538887E-3
587.489319E-3
588.669205E-3
589.633369E-3
590.449333E-3
591.076469E-3
591.493607E-3
592.362213E-3
592.789650E-3
593.478012E-3
594.255638E-3
594.596100E-3
595.141411E-3
595.084190E-3
595.400047E-3
595.417213E-3
595.461273E-3
595.733643E-3
595.725060E-3
595.610619E-3
595.745659E-3
595.614624E-3
595.866394E-3
595.924759E-3
596.026611E-3
596.424294E-3
596.554184E-3
596.569633E-3
596.446037E-3
596.586227E-3
596.775055E-3
597.034836E-3
597.321510E-3
597.462273E-3
597.784996E-3
598.546600E-3
598.772621E-3
599.287605E-3
599.461555E-3
599.879265E-3
600.504112E-3
600.901794E-3
601.203918E-3
601.269722E-3
601.510620E-3
602.188683E-3
602.253914E-3
602.603531E-3
601.993561E-3
600.434303E-3
597.207642E-3
592.581940E-3
587.325668E-3
581.498909E-3
575.855827E-3
571.837234E-3
568.670654E-3
567.075348E-3
566.732597E-3
567.317390E-3
568.821144E-3
570.559502E-3
573.096085E-3
575.073051E-3
576.978493E-3
578.789520E-3
579.853821E-3
581.058884E-3
581.586456E-3
582.268524E-3
582.798386E-3
582.774353E-3
583.431816E-3
583.858681E-3
584.679794E-3
585.901451E-3
587.072182E-3
588.042641E-3
588.811111E-3
588.586807E-3
588.189697E-3
586.927414E-3
586.083984E-3
585.340118E-3
584.482956E-3
584.382248E-3
584.250069E-3
584.539032E-3
585.027122E-3
585.772705E-3
587.065315E-3
587.816620E-3
589.054871E-3
590.052795E-3
590.818977E-3
591.792870E-3
592.387962E-3
593.313789E-3
593.804741E-3
594.588661E-3
595.333099E-3
595.717049E-3
596.181107E-3
596.645737E-3
596.867180E-3
597.132111E-3
596.891785E-3
597.212791E-3
597.278595E-3
597.444534E-3
597.948074E-3
597.902870E-3
598.302269E-3
598.372078E-3
598.391533E-3
598.355484E-3
598.075104E-3
598.190117E-3
598.215866E-3
598.044777E-3
598.235893E-3
598.341751E-3
598.665047E-3
598.663902E-3
598.996925E-3
599.513626E-3
599.624634E-3
600.040627E-3
600.446320E-3
600.824547E-3
601.352692E-3
601.551819E-3
602.271080E-3
602.764320E-3
603.002357E-3
603.696442E-3
603.876686E-3
604.321289E-3
604.617691E-3
604.569054E-3
604.381943E-3
602.978897E-3
600.662041E-3
596.400261E-3
590.903664E-3
584.880638E-3
