Notes :


2023-12-11 ¿ÀÈÄ 10:26:16
Volts
Ch : LED 2,
607.701874E-3
607.720757E-3
607.849503E-3
610.091400E-3
611.033821E-3
612.805367E-3
613.928032E-3
613.716888E-3
614.271927E-3
612.562752E-3
611.783981E-3
610.220146E-3
608.686066E-3
608.706093E-3
607.740211E-3
607.791138E-3
608.337593E-3
608.870316E-3
610.804939E-3
611.768532E-3
612.968445E-3
614.453888E-3
615.428925E-3
617.489433E-3
618.182373E-3
619.377136E-3
620.440865E-3
620.886612E-3
622.560310E-3
622.850418E-3
623.517036E-3
624.188232E-3
624.291801E-3
625.271416E-3
624.954414E-3
625.161552E-3
625.412178E-3
624.956703E-3
625.797272E-3
625.020218E-3
625.016212E-3
625.407028E-3
624.958992E-3
625.342369E-3
624.568748E-3
625.112915E-3
625.318909E-3
624.771309E-3
625.734329E-3
625.203323E-3
625.489998E-3
626.004410E-3
625.776672E-3
626.902199E-3
626.725960E-3
627.322197E-3
627.622032E-3
627.548218E-3
628.577614E-3
628.579330E-3
629.470253E-3
630.393219E-3
630.413818E-3
631.220627E-3
631.325912E-3
632.089806E-3
633.171272E-3
632.991600E-3
633.955193E-3
633.366394E-3
633.457375E-3
633.437347E-3
632.171059E-3
630.999756E-3
626.850700E-3
621.376991E-3
615.125656E-3
607.391167E-3
600.575638E-3
593.630791E-3
588.601112E-3
585.617065E-3
584.461212E-3
585.703468E-3
587.166023E-3
590.061951E-3
593.330383E-3
596.451187E-3
599.741936E-3
601.555252E-3
603.833771E-3
605.956650E-3
606.385803E-3
607.252693E-3
607.085037E-3
606.772041E-3
606.513977E-3
606.151199E-3
607.244110E-3
608.039474E-3
609.575844E-3
611.103630E-3
611.583138E-3
612.484932E-3
611.824608E-3
611.278725E-3
610.186958E-3
608.718109E-3
608.371925E-3
606.615829E-3
605.568695E-3
605.921745E-3
605.779266E-3
606.918526E-3
607.261276E-3
608.696365E-3
610.449600E-3
611.298752E-3
613.798141E-3
614.449883E-3
616.315269E-3
618.066216E-3
618.487358E-3
619.813728E-3
620.090103E-3
621.335793E-3
622.055626E-3
621.896553E-3
622.611809E-3
622.827530E-3
622.813225E-3
623.301888E-3
623.277855E-3
623.660088E-3
623.320198E-3
622.774887E-3
623.402023E-3
622.844696E-3
623.237228E-3
623.218918E-3
623.111916E-3
623.735046E-3
623.266983E-3
623.983955E-3
623.786545E-3
624.004555E-3
624.419403E-3
624.421692E-3
625.312042E-3
625.293732E-3
626.534843E-3
626.905060E-3
626.905060E-3
627.639198E-3
627.425766E-3
627.707863E-3
628.581619E-3
628.202248E-3
628.954697E-3
628.628540E-3
629.107475E-3
629.875946E-3
629.847908E-3
630.789757E-3
630.835533E-3
631.260109E-3
632.218552E-3
632.330704E-3
632.719231E-3
632.783318E-3
632.897758E-3
632.536125E-3
630.907059E-3
628.919220E-3
623.937035E-3
618.008423E-3
610.619545E-3
602.018166E-3
595.334816E-3
588.122177E-3
583.746529E-3
581.508064E-3
580.602264E-3
582.437897E-3
584.238052E-3
587.838364E-3
591.238403E-3
593.794441E-3
597.120667E-3
599.234962E-3
600.884628E-3
602.489090E-3
602.411842E-3
602.662468E-3
601.864815E-3
