Notes :


2023-10-26 ¿ÀÈÄ 10:35:36
Volts
Ch : LED 2,Ch : LED 3,Ch : LED 1,Ch : LED 1 AMBIENT,Ch : LED 2 - LED3,Ch : LED 1 - LED 1 AMBIENT,
414.965630E-3,-5.184746E-3,-5.671120E-3,-5.705452E-3,56.648254E-6,34.332275E-6
415.268326E-3,-4.751015E-3,-5.073738E-3,-5.218506E-3,56.648254E-6,144.767761E-6
413.860130E-3,-6.379509E-3,-6.263351E-3,-6.525993E-3,56.648254E-6,262.641907E-6
415.271187E-3,-4.562759E-3,-4.903221E-3,-5.002785E-3,56.648254E-6,99.563599E-6
415.116119E-3,-5.113792E-3,-5.395889E-3,-5.579567E-3,56.648254E-6,183.677673E-6
415.918922E-3,-5.254555E-3,-5.597305E-3,-5.776405E-3,56.648254E-6,179.100037E-6
417.154312E-3,-4.640579E-3,-5.085754E-3,-5.463409E-3,56.648254E-6,377.655029E-6
416.498566E-3,-6.455040E-3,-6.198692E-3,-6.615257E-3,56.648254E-6,416.564941E-6
418.687820E-3,-4.861450E-3,-4.904366E-3,-5.014801E-3,56.648254E-6,110.435486E-6
418.566513E-3,-5.163574E-3,-5.506897E-3,-5.589294E-3,56.648254E-6,82.397461E-6
418.668938E-3,-5.298615E-3,-5.545235E-3,-5.819321E-3,56.648254E-6,274.085999E-6
418.576241E-3,-5.126953E-3,-5.156708E-3,-5.334091E-3,56.648254E-6,177.383423E-6
416.979790E-3,-6.226730E-3,-6.357193E-3,-6.602097E-3,56.648254E-6,244.903564E-6
417.990875E-3,-4.620552E-3,-5.110359E-3,-5.100060E-3,56.648254E-6,-10.299683E-6
417.249870E-3,-5.137253E-3,-5.404472E-3,-5.527496E-3,56.648254E-6,123.023987E-6
417.127419E-3,-5.211067E-3,-5.557251E-3,-5.945206E-3,56.648254E-6,387.954712E-6
416.821861E-3,-4.969025E-3,-5.133247E-3,-5.534363E-3,56.648254E-6,401.115417E-6
416.202736E-3,-6.125450E-3,-6.387520E-3,-6.586647E-3,56.648254E-6,199.127197E-6
418.046379E-3,-4.434013E-3,-5.013084E-3,-5.130386E-3,56.648254E-6,117.301941E-6
417.916489E-3,-5.118942E-3,-5.310631E-3,-5.563545E-3,56.648254E-6,252.914429E-6
418.073845E-3,-5.215073E-3,-5.729485E-3,-6.041336E-3,56.648254E-6,311.851501E-6
418.927574E-3,-4.656029E-3,-5.216789E-3,-5.622482E-3,56.648254E-6,405.693054E-6
418.258095E-3,-5.991554E-3,-6.348610E-3,-6.509972E-3,56.648254E-6,161.361694E-6
420.121765E-3,-4.478645E-3,-5.054283E-3,-4.708099E-3,56.648254E-6,-346.183777E-6
419.934082E-3,-5.074883E-3,-5.558968E-3,-5.295753E-3,56.648254E-6,-263.214111E-6
420.335197E-3,-5.154991E-3,-5.752945E-3,-5.934334E-3,56.648254E-6,181.388855E-6
421.002960E-3,-4.920387E-3,-5.354118E-3,-5.521774E-3,56.648254E-6,167.655945E-6
420.009041E-3,-6.070518E-3,-6.358337E-3,-6.562614E-3,56.648254E-6,204.277039E-6
421.894455E-3,-4.578781E-3,-4.897499E-3,-4.929543E-3,56.648254E-6,32.043457E-6
421.690178E-3,-5.056000E-3,-5.494308E-3,-5.328941E-3,56.648254E-6,-165.367126E-6
421.727371E-3,-5.295753E-3,-5.945206E-3,-5.910873E-3,56.648254E-6,-34.332275E-6
422.266960E-3,-5.110931E-3,-5.265999E-3,-5.482292E-3,56.648254E-6,216.293335E-6
421.340561E-3,-6.270218E-3,-6.218719E-3,-6.418419E-3,56.648254E-6,199.699402E-6
422.868919E-3,-4.665184E-3,-4.764748E-3,-4.865456E-3,56.648254E-6,100.708008E-6
422.544479E-3,-5.360413E-3,-5.222511E-3,-5.394173E-3,56.648254E-6,171.661377E-6
422.163391E-3,-5.588150E-3,-5.782127E-3,-5.936050E-3,56.648254E-6,153.923035E-6
422.636032E-3,-5.092049E-3,-5.308914E-3,-5.434799E-3,56.648254E-6,125.885010E-6
421.669579E-3,-6.110001E-3,-6.484795E-3,-6.324577E-3,56.648254E-6,-160.217285E-6
423.348999E-3,-4.474640E-3,-4.811096E-3,-4.860878E-3,56.648254E-6,49.781799E-6
423.019409E-3,-5.146408E-3,-5.344963E-3,-5.356407E-3,56.648254E-6,11.444092E-6
422.892952E-3,-5.484009E-3,-6.128311E-3,-5.916595E-3,56.648254E-6,-211.715698E-6
423.385048E-3,-4.969597E-3,-5.562401E-3,-5.423927E-3,56.648254E-6,-138.473511E-6
422.214890E-3,-6.203842E-3,-6.501389E-3,-6.313133E-3,56.648254E-6,-188.255310E-6
423.686028E-3,-4.640007E-3,-4.941559E-3,-5.021095E-3,56.648254E-6,79.536438E-6
423.331833E-3,-5.183029E-3,-5.428505E-3,-5.417061E-3,56.648254E-6,-11.444092E-6
423.065758E-3,-5.798149E-3,-5.927467E-3,-5.920601E-3,56.648254E-6,-6.866455E-6
423.575592E-3,-5.169868E-3,-5.425072E-3,-5.398750E-3,56.648254E-6,-26.321411E-6
422.603416E-3,-6.198120E-3,-6.182671E-3,-6.158638E-3,56.648254E-6,-24.032593E-6
424.324608E-3,-4.577637E-3,-4.624557E-3,-5.027390E-3,56.648254E-6,402.832031E-6
423.778725E-3,-5.249405E-3,-5.381012E-3,-5.350685E-3,56.648254E-6,-30.326843E-6
423.467445E-3,-5.528069E-3,-6.127739E-3,-6.054497E-3,56.648254E-6,-73.242187E-6
423.967552E-3,-5.065155E-3,-5.428505E-3,-5.677986E-3,56.648254E-6,249.481201E-6
423.018837E-3,-5.993271E-3,-6.186676E-3,-6.250763E-3,56.648254E-6,64.086914E-6
424.845886E-3,-4.463196E-3,-4.670906E-3,-5.021095E-3,56.648254E-6,350.189209E-6
424.645042E-3,-4.993057E-3,-5.212212E-3,-5.247116E-3,56.648254E-6,34.904480E-6
424.221039E-3,-5.691719E-3,-5.863380E-3,-6.140900E-3,56.648254E-6,277.519226E-6
424.746323E-3,-5.311203E-3,-5.477142E-3,-5.516624E-3,56.648254E-6,39.482117E-6
423.809624E-3,-6.059647E-3,-6.238747E-3,-6.129456E-3,56.648254E-6,-109.291077E-6
425.709343E-3,-4.456329E-3,-4.788780E-3,-5.009079E-3,56.648254E-6,220.298767E-6
