Notes :


2023-10-26 ¿ÀÈÄ 10:50:30
Volts
Ch : LED 2,
311.115646E-3
311.034966E-3
311.506462E-3
310.915375E-3
311.383438E-3
310.631561E-3
309.761238E-3
309.984970E-3
309.162712E-3
309.881401E-3
309.931755E-3
309.984398E-3
311.121941E-3
311.115074E-3
312.708664E-3
313.421631E-3
313.676262E-3
315.043259E-3
315.455246E-3
317.126656E-3
317.772675E-3
317.701149E-3
318.581772E-3
318.442154E-3
319.414330E-3
319.592857E-3
319.181442E-3
319.684982E-3
319.355965E-3
320.116997E-3
320.150757E-3
319.581413E-3
320.324707E-3
319.773102E-3
320.574760E-3
320.492935E-3
320.226860E-3
320.811081E-3
320.437431E-3
321.194458E-3
321.296883E-3
321.067429E-3
321.478844E-3
321.367836E-3
322.223282E-3
322.269630E-3
321.205902E-3
322.188950E-3
322.364616E-3
323.386002E-3
323.403740E-3
323.143387E-3
323.911858E-3
323.747063E-3
324.684906E-3
324.944687E-3
324.791336E-3
325.685692E-3
325.696564E-3
326.760292E-3
327.025223E-3
326.855850E-3
327.766800E-3
327.566528E-3
328.166199E-3
327.447510E-3
325.304604E-3
322.681046E-3
317.615318E-3
312.751007E-3
306.865311E-3
301.023102E-3
297.506332E-3
294.129753E-3
293.421364E-3
293.285751E-3
293.575859E-3
295.703316E-3
297.213936E-3
299.985123E-3
301.657677E-3
302.970886E-3
304.807091E-3
305.165863E-3
306.246185E-3
306.216431E-3
304.659462E-3
305.399323E-3
304.854584E-3
305.438805E-3
305.689430E-3
305.732918E-3
307.399178E-3
308.161354E-3
309.947777E-3
310.822678E-3
310.878754E-3
311.500168E-3
311.050415E-3
311.131096E-3
310.615540E-3
309.841919E-3
310.106850E-3
309.599876E-3
310.516548E-3
310.945702E-3
310.878754E-3
312.070084E-3
312.314415E-3
313.837624E-3
314.702225E-3
315.188599E-3
316.187096E-3
316.183662E-3
317.610168E-3
317.924309E-3
317.872810E-3
318.863297E-3
318.647575E-3
319.495583E-3
319.509888E-3
319.068718E-3
319.541359E-3
319.214058E-3
320.048904E-3
319.880676E-3
319.342232E-3
320.050621E-3
319.471550E-3
320.248032E-3
320.431709E-3
319.906425E-3
320.607948E-3
320.186234E-3
321.106339E-3
321.066856E-3
320.706367E-3
321.526337E-3
321.402168E-3
322.374344E-3
322.554588E-3
322.198105E-3
323.288727E-3
322.797203E-3
323.694420E-3
324.092102E-3
323.669243E-3
324.411392E-3
324.141884E-3
324.841118E-3
325.021935E-3
323.926163E-3
325.038528E-3
324.806786E-3
325.716591E-3
326.219559E-3
325.934029E-3
326.809502E-3
326.511955E-3
327.546501E-3
328.035736E-3
327.222061E-3
328.339005E-3
327.937889E-3
328.452301E-3
327.834320E-3
325.250244E-3
322.228432E-3
316.997910E-3
312.118721E-3
306.397820E-3
300.627136E-3
297.464561E-3
294.591522E-3
294.447327E-3
294.966888E-3
295.758247E-3
298.327446E-3
300.045204E-3
302.899933E-3
305.108070E-3
305.369568E-3
307.835197E-3
308.270073E-3
309.488297E-3
309.605026E-3
308.220863E-3
308.603668E-3
308.055496E-3
308.900642E-3
309.312057E-3
309.485435E-3
310.707092E-3
311.354828E-3
313.085175E-3
