Notes :


2023-10-28 ¿ÀÀü 12:03:31
Volts
Ch : LED 2,Ch : LED 3,
468.399239E-3,496.659279E-3
468.087387E-3,496.815491E-3
464.634705E-3,495.320320E-3
467.804146E-3,496.921921E-3
466.953278E-3,496.091652E-3
466.393661E-3,495.928574E-3
467.786407E-3,496.278763E-3
466.503525E-3,492.752266E-3
467.634773E-3,495.076561E-3
467.400169E-3,495.129776E-3
468.964005E-3,496.450996E-3
472.548294E-3,498.970985E-3
474.801064E-3,498.865700E-3
480.608368E-3,502.836800E-3
483.995247E-3,503.809547E-3
487.898254E-3,505.267525E-3
491.472244E-3,507.158089E-3
492.047882E-3,506.941795E-3
495.320320E-3,509.770203E-3
494.241714E-3,509.040642E-3
493.157959E-3,508.370590E-3
492.569733E-3,508.371735E-3
489.545059E-3,505.993080E-3
489.145660E-3,506.308365E-3
486.816788E-3,504.888725E-3
485.545349E-3,504.482460E-3
485.249519E-3,504.897308E-3
482.341003E-3,500.238991E-3
484.534836E-3,503.603554E-3
482.783890E-3,503.146362E-3
482.332993E-3,502.741241E-3
483.127785E-3,503.640747E-3
482.262611E-3,502.885437E-3
484.010696E-3,503.999519E-3
483.645058E-3,503.417015E-3
483.885956E-3,503.113747E-3
485.070992E-3,504.572868E-3
482.667732E-3,502.574730E-3
483.908272E-3,504.376602E-3
482.445145E-3,503.400421E-3
481.835747E-3,502.458572E-3
482.077217E-3,503.154373E-3
480.450439E-3,501.853180E-3
482.714653E-3,503.810692E-3
482.114983E-3,503.453636E-3
482.464027E-3,503.188133E-3
483.674240E-3,504.076195E-3
482.404518E-3,502.621078E-3
483.899689E-3,504.287338E-3
483.274841E-3,503.736305E-3
483.496284E-3,503.166389E-3
484.024429E-3,503.087997E-3
481.732750E-3,501.958466E-3
483.556366E-3,503.839302E-3
481.846046E-3,503.178978E-3
480.875587E-3,502.724648E-3
480.831528E-3,502.883720E-3
478.595924E-3,500.145149E-3
479.300308E-3,501.349640E-3
478.408813E-3,501.195717E-3
477.433777E-3,500.811768E-3
478.129578E-3,501.094437E-3
475.971222E-3,499.346924E-3
477.137375E-3,501.074409E-3
476.036453E-3,500.351143E-3
475.625610E-3,500.073051E-3
476.098824E-3,500.816917E-3
474.481773E-3,498.870850E-3
476.904488E-3,501.178551E-3
476.213837E-3,500.101089E-3
475.463676E-3,499.679947E-3
476.127434E-3,500.035286E-3
474.116707E-3,499.025345E-3
476.413536E-3,500.842094E-3
475.266266E-3,499.718857E-3
474.886894E-3,499.138069E-3
475.285149E-3,499.730301E-3
473.729324E-3,498.552132E-3
474.938393E-3,500.020409E-3
474.355316E-3,499.315453E-3
474.038887E-3,498.770714E-3
474.965858E-3,500.022125E-3
473.391724E-3,497.874641E-3
475.008202E-3,500.001526E-3
474.305534E-3,499.490547E-3
473.942184E-3,498.538971E-3
473.985672E-3,499.100876E-3
472.103119E-3,497.827148E-3
474.430847E-3,500.141144E-3
473.184013E-3,498.871994E-3
472.960281E-3,498.454857E-3
473.252106E-3,498.841095E-3
471.404457E-3,497.493553E-3
473.666382E-3,499.889374E-3
472.406387E-3,498.731232E-3
471.699142E-3,497.601700E-3
471.628189E-3,497.920990E-3
469.382858E-3,496.592903E-3
471.747780E-3,498.711205E-3
470.829391E-3,497.609138E-3
470.313263E-3,497.364807E-3
470.804214E-3,497.792816E-3
469.143677E-3,496.047020E-3
470.454025E-3,497.599411E-3
469.815445E-3,496.949959E-3
469.444084E-3,496.627808E-3
470.241165E-3,497.324753E-3
468.601227E-3,495.954323E-3
469.559097E-3,496.874428E-3
468.685341E-3,496.643257E-3
468.176651E-3,495.989799E-3
469.193459E-3,496.843529E-3
467.334938E-3,495.187569E-3
468.984604E-3,497.034645E-3
468.268204E-3,496.420097E-3
467.411041E-3,495.430756E-3
468.045616E-3,496.472740E-3
466.347313E-3,494.621086E-3
468.669319E-3,496.995163E-3
467.397881E-3,496.247864E-3
467.415047E-3,495.271111E-3
468.977165E-3,496.557999E-3
469.339943E-3,495.910835E-3
474.277496E-3,500.017548E-3
